"Spend Period (Daily)","DOW","Slicer 1","Slicer 2","Slicer 3","Slicer 4","Slicer 5","Revenue Shared","Revenue Growth%"
"2026-05-11 00:00:00","2.Monday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",24.23282,1.6980185287656808
"2026-05-11 00:00:00","2.Monday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",125.10449,0.22495926985256287
"2026-05-11 00:00:00","2.Monday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",84.45019999999998,0.019359701191314027
"2026-05-11 00:00:00","2.Monday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",9.448100000000002,1.413973714332435
"2026-05-11 00:00:00","2.Monday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",46.991440000000004,-0.12122908214358141
"2026-05-10 00:00:00","1.Sunday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",23.916909999999998,-0.38670249484322494
"2026-05-10 00:00:00","1.Sunday","Detective Vikrant","Overall","Overall","Overall","Overall",2.8925800000000006,-0.6059353956271958
"2026-05-10 00:00:00","1.Sunday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",13.7216,0.002511832205516873
"2026-05-10 00:00:00","1.Sunday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",115.49820000000005,0.018113715289715282
"2026-05-10 00:00:00","1.Sunday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",105.21765999999998,0.31668473884400283
"2026-05-10 00:00:00","1.Sunday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",11.038449999999997,0.33452901678309144
"2026-05-10 00:00:00","1.Sunday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",50.06211000000002,0.39267300158734786
"2026-05-09 00:00:00","7.Saturday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",24.62881999999999,-0.428821565094618
"2026-05-09 00:00:00","7.Saturday","Detective Vikrant","Overall","Overall","Overall","Overall",9.907130000000004,0.19746055152324615
"2026-05-09 00:00:00","7.Saturday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",16.606219999999997,0.25738208129337603
"2026-05-09 00:00:00","7.Saturday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",114.49761999999991,0.018577278618078008
"2026-05-09 00:00:00","7.Saturday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",114.33330000000001,0.3968574607543014
"2026-05-09 00:00:00","7.Saturday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",7.05021,-0.3760163770908358
"2026-05-09 00:00:00","7.Saturday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",49.63346999999999,0.22517019245651038
"2026-05-08 00:00:00","6.Friday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",31.78673,0.48474372807570676
"2026-05-08 00:00:00","6.Friday","Detective Vikrant","Overall","Overall","Overall","Overall",4.96678,0.08640673702630286
"2026-05-08 00:00:00","6.Friday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",18.803160000000002,0.22705435067757307
"2026-05-08 00:00:00","6.Friday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",113.72293000000006,0.18905783396090525
"2026-05-08 00:00:00","6.Friday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",98.85511,0.5485456093991319
"2026-05-08 00:00:00","6.Friday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",3.43752,-0.6732348845278213
"2026-05-08 00:00:00","6.Friday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",42.214999999999996,-0.06562162667052107
"2026-05-07 00:00:00","5.Thursday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",30.60641999999999,-0.37103379737603526
"2026-05-07 00:00:00","5.Thursday","Detective Vikrant","Overall","Overall","Overall","Overall",4.655550000000001,0.4599555322798645
"2026-05-07 00:00:00","5.Thursday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",20.541210000000003,0.40766398422193517
"2026-05-07 00:00:00","5.Thursday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",127.83753,0.11280417184277658
"2026-05-07 00:00:00","5.Thursday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",91.44535999999998,0.3696997456827551
"2026-05-07 00:00:00","5.Thursday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",5.643880000000003,-0.40118492362929514
"2026-05-07 00:00:00","5.Thursday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",54.18360000000001,0.16827950254177715
"2026-05-06 00:00:00","4.Wednesday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",29.129109999999997,-0.2780496086527644
"2026-05-06 00:00:00","4.Wednesday","Detective Vikrant","Overall","Overall","Overall","Overall",3.1374899999999997,-0.5120096556293658
"2026-05-06 00:00:00","4.Wednesday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",18.634259999999998,0.17428432610039546
"2026-05-06 00:00:00","4.Wednesday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",106.28379999999999,-0.016248170572099374
"2026-05-06 00:00:00","4.Wednesday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",88.18401999999999,0.02280372539679343
"2026-05-06 00:00:00","4.Wednesday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",7.01548,-0.40799235801227296
"2026-05-06 00:00:00","4.Wednesday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",53.66986000000001,0.3964917703825359
"2026-05-05 00:00:00","3.Tuesday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",32.904669999999996,0.0010188256095460257
"2026-05-05 00:00:00","3.Tuesday","Detective Vikrant","Overall","Overall","Overall","Overall",7.116369999999998,1.00237762946122
"2026-05-05 00:00:00","3.Tuesday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",24.80808,0.6773855912176894
"2026-05-05 00:00:00","3.Tuesday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",108.33043000000002,-0.24738161678711013
"2026-05-05 00:00:00","3.Tuesday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",70.73707000000002,0.22220563519918346
"2026-05-05 00:00:00","3.Tuesday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",10.18455,-0.19773338836933796
"2026-05-05 00:00:00","3.Tuesday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",44.19058999999998,-0.16715341398462558
"2026-05-04 00:00:00","2.Monday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",31.375999999999987,-0.12384927727897399
"2026-05-04 00:00:00","2.Monday","Detective Vikrant","Overall","Overall","Overall","Overall",6.607550000000001,0.6043233242444621
"2026-05-04 00:00:00","2.Monday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",8.98171,-0.3811180475166751
"2026-05-04 00:00:00","2.Monday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",102.12950999999998,-0.05128386627692372
"2026-05-04 00:00:00","2.Monday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",82.84632,0.3517852189548776
"2026-05-04 00:00:00","2.Monday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",3.9139199999999996,-0.7462910348931502
"2026-05-04 00:00:00","2.Monday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",53.474049999999984,0.05393939883687171
"2026-05-03 00:00:00","1.Sunday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",38.997240000000005,0.22493157173612732
"2026-05-03 00:00:00","1.Sunday","Detective Vikrant","Overall","Overall","Overall","Overall",7.340369999999998,1.09017184674744
"2026-05-03 00:00:00","1.Sunday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",13.687220000000005,0.10356866131460252
"2026-05-03 00:00:00","1.Sunday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",113.44332,0.1988571455142134
"2026-05-03 00:00:00","1.Sunday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",79.91104999999995,0.3305785784492392
"2026-05-03 00:00:00","1.Sunday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",8.271419999999999,-0.23167340114253887
"2026-05-03 00:00:00","1.Sunday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",35.94677999999998,-0.055568297986880455
"2026-05-02 00:00:00","7.Saturday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",43.119310000000006,0.10653296017187475
"2026-05-02 00:00:00","7.Saturday","Detective Vikrant","Overall","Overall","Overall","Overall",8.273450000000002,5.6137864326026845
"2026-05-02 00:00:00","7.Saturday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",13.206980000000003,-0.17538218318319065
"2026-05-02 00:00:00","7.Saturday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",112.40936000000008,-0.11412095765637864
"2026-05-02 00:00:00","7.Saturday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",81.85036999999997,0.1600730594694555
"2026-05-02 00:00:00","7.Saturday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",11.298709999999996,1.6431833175036128
"2026-05-02 00:00:00","7.Saturday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",40.511489999999995,-0.1219495860245352
"2026-05-01 00:00:00","6.Friday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",21.4089,-0.46780092295668285
"2026-05-01 00:00:00","6.Friday","Detective Vikrant","Overall","Overall","Overall","Overall",4.57175,-0.21969007781337424
"2026-05-01 00:00:00","6.Friday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",15.323819999999996,-0.13380604127074935
"2026-05-01 00:00:00","6.Friday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",95.64120999999999,-0.3150809685938806
"2026-05-01 00:00:00","6.Friday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",63.83738999999997,-0.21774672436428977
"2026-05-01 00:00:00","6.Friday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",10.519850000000002,0.04995962787782382
"2026-05-01 00:00:00","6.Friday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",45.179770000000005,-0.030900239916688554
"2026-04-30 00:00:00","5.Thursday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",48.661470000000016,0.42925364138800903
"2026-04-30 00:00:00","5.Thursday","Detective Vikrant","Overall","Overall","Overall","Overall",3.1888300000000003,-0.6631593513385614
"2026-04-30 00:00:00","5.Thursday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",14.592409999999996,-0.3423723054223471
"2026-04-30 00:00:00","5.Thursday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",114.87873000000006,-0.3350562366429498
"2026-04-30 00:00:00","5.Thursday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",66.76307,-0.18389478936628123
"2026-04-30 00:00:00","5.Thursday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",9.42508,1.5595494144995539
"2026-04-30 00:00:00","5.Thursday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",46.37897,-0.16448981224202763
"2026-04-29 00:00:00","4.Wednesday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",40.34780000000001,0.02909841982057282
"2026-04-29 00:00:00","4.Wednesday","Detective Vikrant","Overall","Overall","Overall","Overall",6.429410000000001,-0.6369195756708146
"2026-04-29 00:00:00","4.Wednesday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",15.86861,-0.36139150773500295
"2026-04-29 00:00:00","4.Wednesday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",108.03923999999996,-0.3665011372451754
"2026-04-29 00:00:00","4.Wednesday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",86.21793000000002,0.11383565142540664
"2026-04-29 00:00:00","4.Wednesday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",11.850319999999998,2.1290038946465106
"2026-04-29 00:00:00","4.Wednesday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",38.43192000000001,-0.19158091359624319
"2026-04-28 00:00:00","3.Tuesday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",32.871179999999995,-0.028782692092914508
"2026-04-28 00:00:00","3.Tuesday","Detective Vikrant","Overall","Overall","Overall","Overall",3.55396,-0.8067448650053644
"2026-04-28 00:00:00","3.Tuesday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",14.789730000000002,-0.3849270694837157
"2026-04-28 00:00:00","3.Tuesday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",143.93806000000012,-0.10979492352383469
"2026-04-28 00:00:00","3.Tuesday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",57.87657000000001,-0.3435942319064317
"2026-04-28 00:00:00","3.Tuesday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",12.694720000000002,1.7767443895183517
"2026-04-28 00:00:00","3.Tuesday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",53.05970000000002,0.09989079801197698
"2026-04-27 00:00:00","2.Monday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",35.81119000000001,0.01434624851648647
"2026-04-27 00:00:00","2.Monday","Detective Vikrant","Overall","Overall","Overall","Overall",4.118590000000001,-0.7502116649846678
"2026-04-27 00:00:00","2.Monday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",14.512800000000002,-0.37400792281466966
"2026-04-27 00:00:00","2.Monday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",107.65023000000006,-0.42439926982008536
"2026-04-27 00:00:00","2.Monday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",61.28660000000001,-0.29606315636649616
"2026-04-27 00:00:00","2.Monday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",15.426809999999994,2.9320103278032503
"2026-04-27 00:00:00","2.Monday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",50.73730999999999,-0.0933732146376709
"2026-04-26 00:00:00","1.Sunday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",31.836260000000003,-0.13202747739298493
"2026-04-26 00:00:00","1.Sunday","Detective Vikrant","Overall","Overall","Overall","Overall",3.511850000000001,-0.8405180478429961
"2026-04-26 00:00:00","1.Sunday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",12.402689999999998,-0.3330025958856262
"2026-04-26 00:00:00","1.Sunday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",94.62622000000002,-0.4750909530145201
"2026-04-26 00:00:00","1.Sunday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",60.05736999999997,-0.2755819661947573
"2026-04-26 00:00:00","1.Sunday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",10.765500000000001,3.9384839810635253
"2026-04-26 00:00:00","1.Sunday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",38.06181000000001,-0.23067247468525454
"2026-04-25 00:00:00","7.Saturday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",38.96794,0.26683274745587826
"2026-04-25 00:00:00","7.Saturday","Detective Vikrant","Overall","Overall","Overall","Overall",1.25094,-0.9266250170835242
"2026-04-25 00:00:00","7.Saturday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",16.015880000000003,-0.3144767367204556
"2026-04-25 00:00:00","7.Saturday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",126.8901899999999,-0.19860986903931843
"2026-04-25 00:00:00","7.Saturday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",70.55621999999998,-0.21266239708044632
"2026-04-25 00:00:00","7.Saturday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",4.274660000000001,-0.05458832063837471
"2026-04-25 00:00:00","7.Saturday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",46.138,-0.16201370986109598
"2026-04-24 00:00:00","6.Friday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",40.22723999999998,0.15667676587894208
"2026-04-24 00:00:00","6.Friday","Detective Vikrant","Overall","Overall","Overall","Overall",5.85889,-0.6837762114718148
"2026-04-24 00:00:00","6.Friday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",17.690979999999996,-0.4126810702887864
"2026-04-24 00:00:00","6.Friday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",139.63870999999997,-0.21471399106461797
"2026-04-24 00:00:00","6.Friday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",81.60706000000003,-0.162342892575972
"2026-04-24 00:00:00","6.Friday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",10.01929,2.765277323682716
"2026-04-24 00:00:00","6.Friday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",46.620349999999995,-0.020607218965540852
"2026-04-23 00:00:00","5.Thursday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",34.046769999999995,-0.31158538829256555
"2026-04-23 00:00:00","5.Thursday","Detective Vikrant","Overall","Overall","Overall","Overall",9.46688,-0.4932671169707621
"2026-04-23 00:00:00","5.Thursday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",22.189470000000007,-0.0853750072648265
"2026-04-23 00:00:00","5.Thursday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",172.76457999999985,-0.016747013425463253
"2026-04-23 00:00:00","5.Thursday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",81.80694000000001,-0.08312441999650233
"2026-04-23 00:00:00","5.Thursday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",3.6823200000000007,0.41662563092453553
"2026-04-23 00:00:00","5.Thursday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",55.50976000000002,0.10900833927530762
"2026-04-22 00:00:00","4.Wednesday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",39.206939999999996,-0.23580992343469154
"2026-04-22 00:00:00","4.Wednesday","Detective Vikrant","Overall","Overall","Overall","Overall",17.707950000000004,0.4281998485336074
"2026-04-22 00:00:00","4.Wednesday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",24.84873,0.06041789001474851
"2026-04-22 00:00:00","4.Wednesday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",170.54369999999997,-0.009696218972819692
"2026-04-22 00:00:00","4.Wednesday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",77.40633000000003,-0.04169297462402477
"2026-04-22 00:00:00","4.Wednesday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",3.7872500000000002,5.648147172924676
"2026-04-22 00:00:00","4.Wednesday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",47.53959999999997,0.2404525576395189
"2026-04-21 00:00:00","3.Tuesday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",33.84534,-0.2923216467736717
"2026-04-21 00:00:00","3.Tuesday","Detective Vikrant","Overall","Overall","Overall","Overall",18.389990000000004,0.26189347252824113
"2026-04-21 00:00:00","3.Tuesday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",24.04548999999999,0.7288565405455145
"2026-04-21 00:00:00","3.Tuesday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",161.69090000000014,-0.07879120120309646
"2026-04-21 00:00:00","3.Tuesday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",88.17193999999998,0.10766737193011222
"2026-04-21 00:00:00","3.Tuesday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",4.5718000000000005,1.0607989325928804
"2026-04-21 00:00:00","3.Tuesday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",48.24088,0.2056943525596917
"2026-04-20 00:00:00","2.Monday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",35.30470000000001,-0.07000115114842131
"2026-04-20 00:00:00","2.Monday","Detective Vikrant","Overall","Overall","Overall","Overall",16.488319999999998,0.4380924886244797
"2026-04-20 00:00:00","2.Monday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",23.183680000000003,0.0706280698319226
"2026-04-20 00:00:00","2.Monday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",187.02239999999998,0.07085576493145229
"2026-04-20 00:00:00","2.Monday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",87.06263999999996,0.021233050491087146
"2026-04-20 00:00:00","2.Monday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",3.92339,11.502437780822792
"2026-04-20 00:00:00","2.Monday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",55.962730000000015,0.7656787845554187
"2026-04-19 00:00:00","1.Sunday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",36.678880000000014,-0.19742450297550562
"2026-04-19 00:00:00","1.Sunday","Detective Vikrant","Overall","Overall","Overall","Overall",22.020359999999997,0.609701325606113
"2026-04-19 00:00:00","1.Sunday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",18.59481,-0.2443201514382447
"2026-04-19 00:00:00","1.Sunday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",180.27165000000005,0.05823167800183815
"2026-04-19 00:00:00","1.Sunday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",82.90429999999998,0.2635924401768017
"2026-04-19 00:00:00","1.Sunday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",2.17992,305.16853932584274
"2026-04-19 00:00:00","1.Sunday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",49.47413,0.18103826726763184
"2026-04-18 00:00:00","7.Saturday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",30.76013000000001,-0.23647087208260353
"2026-04-18 00:00:00","7.Saturday","Detective Vikrant","Overall","Overall","Overall","Overall",17.04859,0.055275638510037695
"2026-04-18 00:00:00","7.Saturday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",23.36300000000001,-0.041385020774162506
"2026-04-18 00:00:00","7.Saturday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",158.33759999999987,-0.12270935658449289
"2026-04-18 00:00:00","7.Saturday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",89.61368000000004,0.23158393110779696
"2026-04-18 00:00:00","7.Saturday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",4.5214799999999995,2.8161746088013357
"2026-04-18 00:00:00","7.Saturday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",55.05817999999999,0.33271834876886475
"2026-04-17 00:00:00","6.Friday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",34.77829000000003,-0.23819294336590657
"2026-04-17 00:00:00","6.Friday","Detective Vikrant","Overall","Overall","Overall","Overall",18.527669999999993,-0.11278313223588121
"2026-04-17 00:00:00","6.Friday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",30.121590000000005,0.11215646166825755
"2026-04-17 00:00:00","6.Friday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",177.81892,-0.001561116010127539
"2026-04-17 00:00:00","6.Friday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",97.42299000000003,0.2344104084642833
"2026-04-17 00:00:00","6.Friday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",2.6609700000000007,0.9806547175990719
"2026-04-17 00:00:00","6.Friday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",47.60128000000002,0.023394469475608304
"2026-04-16 00:00:00","5.Thursday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",49.45677999999998,-0.007842685683518424
"2026-04-16 00:00:00","5.Thursday","Detective Vikrant","Overall","Overall","Overall","Overall",18.682190000000002,-0.20355145422215337
"2026-04-16 00:00:00","5.Thursday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",24.260730000000002,-0.39478357053976887
"2026-04-16 00:00:00","5.Thursday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",175.70714999999973,-0.03887023657052446
"2026-04-16 00:00:00","5.Thursday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",89.22359999999993,0.14551306181412516
"2026-04-16 00:00:00","5.Thursday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",2.59936,1.5718412981102206
"2026-04-16 00:00:00","5.Thursday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",50.05351000000002,0.10316017247322451
